Algorithm: MVA
D for Peticiones at Sistema [s] 	Class 	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)
0.0027	 Peticiones	 99.73637760852283	 0.0029075111566925983	 0.26928821954301163	 99.73637760852283	 1.1	 109.71001536937513
0.0064263157894736845	 Peticiones	 99.28670804520597	 0.00790257996988066	 0.638047739595771	 99.28670804520597	 1.1	 109.21537884972658
0.010152631578947368	 Peticiones	 98.64867349419582	 0.015068212310751786	 1.0015436377384406	 98.64867349419582	 1.1	 108.51354084361542
0.013878947368421051	 Peticiones	 97.57367651180142	 0.027353236368987413	 1.3542199208506334	 97.57367651180142	 1.1	 107.33104416298157
0.017605263157894735	 Peticiones	 95.2879357288508	 0.054395875601855034	 1.6775691842789784	 95.2879357288508	 1.1	 104.81672930173589
0.02133157894736842	 Peticiones	 89.64606195892858	 0.12704776535969414	 1.912292047997566	 89.64606195892858	 1.1	 98.61066815482145
0.025057894736842102	 Peticiones	 79.52244189910863	 0.2832573217452088	 1.9926649783245058	 79.52244189910863	 1.1	 87.4746860890195
0.028784210526315787	 Peticiones	 69.47631803221692	 0.48327330974839205	 1.9998209648326017	 69.47631803221692	 1.1	 76.42394983543862
0.03251052631578947	 Peticiones	 61.51847200573062	 0.6880808221269406	 1.9999979030494632	 61.51847200573062	 1.1	 67.67031920630369
0.03623684210526316	 Peticiones	 55.192446870311024	 0.893026333086365	 1.9999999826425863	 55.192446870311024	 1.1	 60.71169155734213
0.03996315789473684	 Peticiones	 50.04609508441941	 1.0979736843493653	 1.9999999998736662	 50.04609508441941	 1.1	 55.05070459286136
0.04368947368421052	 Peticiones	 45.77761715453877	 1.3029210526326773	 1.9999999999990856	 45.77761715453877	 1.1	 50.35537886999265
0.04741578947368421	 Peticiones	 42.18004218004203	 1.5078684210526407	 1.999999999999993	 42.18004218004203	 1.1	 46.39804639804623
0.05114210526315789	 Peticiones	 39.106720181125866	 1.7128157894736837	 2.0	 39.106720181125866	 1.1	 43.01739219923846
0.05486842105263158	 Peticiones	 36.45083932853717	 1.9177631578947367	 2.0	 36.45083932853717	 1.1	 40.095923261390894
0.05859473684210526	 Peticiones	 34.132758465822334	 2.1227105263157893	 2.0	 34.132758465822334	 1.1	 37.54603431240457
0.062321052631578944	 Peticiones	 32.091884131407824	 2.327657894736842	 2.0	 32.091884131407824	 1.1	 35.30107254454861
0.06604736842105263	 Peticiones	 30.281297314527052	 2.532605263157895	 1.9999999999999998	 30.281297314527052	 1.1	 33.30942704597976
0.06977368421052631	 Peticiones	 28.664101983857588	 2.737552631578947	 2.0	 28.664101983857588	 1.1	 31.53051218224335
0.0735	 Peticiones	 27.2108843537415	 2.9425	 2.0	 27.2108843537415	 1.1	 29.93197278911565
