Algorithm: MVA
D for Peticiones at Sistema [s] 	Class 	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)
0.0027	 Peticiones	 72.53970406439605	 0.002844311702473689	 0.19585720097386933	 72.53970406439605	 1.1	 79.79367447083565
0.0064263157894736845	 Peticiones	 72.24276651448	 0.007377303774284157	 0.46425483112726357	 72.24276651448	 1.1	 79.467043165928
0.010152631578947368	 Peticiones	 71.87901651443181	 0.012981282707696143	 0.7297611729280997	 71.87901651443181	 1.1	 79.066918165875
0.013878947368421051	 Peticiones	 71.4042327032275	 0.020381761295558954	 0.9910155875705838	 71.4042327032275	 1.1	 78.54465597355026
0.017605263157894735	 Peticiones	 70.73200676432744	 0.03102969447131126	 1.245255592771975	 70.73200676432744	 1.1	 77.80520744076019
0.02133157894736842	 Peticiones	 69.68524998129915	 0.04801912917681911	 1.4864964114431867	 69.68524998129915	 1.1	 76.65377497942907
0.025057894736842102	 Peticiones	 67.91074150501741	 0.07801688255884215	 1.7017002121336202	 67.91074150501741	 1.1	 74.70181565551916
0.028784210526315787	 Peticiones	 64.86352763012836	 0.13335875989021767	 1.8670454347851155	 64.86352763012836	 1.1	 71.3498803931412
0.03251052631578947	 Peticiones	 60.29218035624327	 0.22687190158509477	 1.9601305161079718	 60.29218035624327	 1.1	 66.3213983918676
0.03623684210526316	 Peticiones	 54.98345227351294	 0.35498321207703104	 1.9924266784375608	 54.98345227351294	 1.1	 60.48179750086424
0.03996315789473684	 Peticiones	 50.021601052241294	 0.4993090648268138	 1.9990211409982532	 50.021601052241294	 1.1	 55.02376115746543
0.04368947368421052	 Peticiones	 45.77538112394201	 0.6476643129063406	 1.9999023089991717	 45.77538112394201	 1.1	 50.35291923633622
0.04741578947368421	 Peticiones	 42.179865776585046	 0.7966395109870104	 1.999991635690814	 42.179865776585046	 1.1	 46.397852354243554
0.05114210526315789	 Peticiones	 39.10670727018056	 0.9456848859019428	 1.999999339707076	 39.10670727018056	 1.1	 43.017377997198615
0.05486842105263158	 Peticiones	 36.45083840989483	 1.0947368974175216	 1.9999999495955452	 36.45083840989483	 1.1	 40.095922250884314
0.05859473684210526	 Peticiones	 34.13275840028482	 1.2437894781844658	 1.999999996159847	 34.13275840028482	 1.1	 37.546034240313304
0.062321052631578944	 Peticiones	 32.09188412662297	 1.3928421056348366	 1.9999999997018032	 32.09188412662297	 1.1	 35.30107253928527
0.06604736842105263	 Peticiones	 30.281297314164703	 1.5418947368737184	 1.9999999999760678	 30.281297314164703	 1.1	 33.309427045581174
0.06977368421052631	 Peticiones	 28.664101983828875	 1.690947368423848	 1.9999999999979965	 28.664101983828875	 1.1	 31.530512182211766
0.0735	 Peticiones	 27.210884353739104	 1.840000000000258	 1.999999999999824	 27.210884353739104	 1.1	 29.931972789113015
